Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,,Opposition,Ground,Start Date,
CR Woakes,7.0,0,36,1,5.14,36.00,42.0,,ODI v Australia,Adelaide,26 Jan 2018,ODI # 3966
CR Woakes,8.2,0,47,2,5.64,23.50,25.0,,ODI v New Zealand,Hamilton,25 Feb 2018,ODI # 3980
CR Woakes,7.4,1,42,2,5.47,21.00,23.0,,ODI v New Zealand,Mount Maunganui,28 Feb 2018,ODI # 3981
CR Woakes,10.0,1,40,2,4.00,20.00,30.0,,ODI v New Zealand,Wellington,3 Mar 2018,ODI # 3982
CR Woakes,8.0,2,42,1,5.25,42.00,48.0,,ODI v New Zealand,Dunedin,7 Mar 2018,ODI # 3989
CR Woakes,10.0,1,32,3,3.20,10.66,20.0,,ODI v New Zealand,Christchurch,10 Mar 2018,ODI # 3992
CR Woakes,33.0,9,107,0,3.24,-,-,,Test v New Zealand,Auckland,22 Mar 2018,Test # 2299
CR Woakes,17.0,1,73,4,4.29,18.25,25.5,,Test v Pakistan,Leeds,1 Jun 2018,Test # 2305
CR Woakes,16.0,4,43,4,2.68,10.75,24.0,,Test v India,Lord's,9 Aug 2018,Test # 2315
CR Woakes,42.0,6,124,4,2.95,31.00,63.0,,Test v India,Nottingham,18 Aug 2018,Test # 2316
CR Woakes,-,-,-,-,-,-,-,,ODI v Sri Lanka,Dambulla,10 Oct 2018,ODI # 4052
CR Woakes,5.0,0,26,3,5.20,8.66,10.0,,ODI v Sri Lanka,Dambulla,13 Oct 2018,ODI # 4053
CR Woakes,4.0,0,37,0,9.25,-,-,,ODI v Sri Lanka,Pallekele,17 Oct 2018,ODI # 4054
CR Woakes,10.0,0,45,1,4.50,45.00,60.0,,ODI v Sri Lanka,Pallekele,20 Oct 2018,ODI # 4055
CR Woakes,10.0,0,59,2,5.90,29.50,30.0,,ODI v West Indies,Bridgetown,20 Feb 2019,ODI # 4096
CR Woakes,-,-,-,-,-,-,-,,ODI v West Indies,St George's,25 Feb 2019,ODI # 4098
CR Woakes,10.0,0,91,0,9.10,-,-,,ODI v West Indies,St George's,27 Feb 2019,ODI # 4099
CR Woakes,6.0,0,56,1,9.33,56.00,36.0,,ODI v West Indies,Gros Islet,2 Mar 2019,ODI # 4103
CR Woakes,5.0,0,19,0,3.80,-,-,,ODI v Pakistan,The Oval,8 May 2019,ODI # 4130
CR Woakes,9.0,0,72,1,8.00,72.00,54.0,,ODI v Pakistan,Southampton,11 May 2019,ODI # 4133
CR Woakes,10.0,0,67,4,6.70,16.75,15.0,,ODI v Pakistan,Bristol,14 May 2019,ODI # 4135
CR Woakes,10.0,2,54,5,5.40,10.80,12.0,,ODI v Pakistan,Leeds,19 May 2019,ODI # 4140
CR Woakes,5.0,0,24,0,4.80,-,-,,ODI v South Africa,The Oval,30 May 2019,ODI # 4143
CR Woakes,8.0,1,71,3,8.87,23.66,16.0,,ODI v Pakistan,Nottingham,3 Jun 2019,ODI # 4148
CR Woakes,8.0,0,67,0,8.37,-,-,,ODI v Bangladesh,Cardiff,8 Jun 2019,ODI # 4153
CR Woakes,5.0,2,16,1,3.20,16.00,30.0,,ODI v West Indies,Southampton,14 Jun 2019,ODI # 4158
CR Woakes,9.0,0,41,0,4.55,-,-,,ODI v Afghanistan,Manchester,18 Jun 2019,ODI # 4163
CR Woakes,5.0,0,22,1,4.40,22.00,30.0,,ODI v Sri Lanka,Leeds,21 Jun 2019,ODI # 4168
CR Woakes,10.0,0,46,2,4.60,23.00,30.0,,ODI v Australia,Lord's,25 Jun 2019,ODI # 4173
CR Woakes,10.0,3,58,2,5.80,29.00,30.0,,ODI v India,Birmingham,30 Jun 2019,ODI # 4179
CR Woakes,8.0,0,44,1,5.50,44.00,48.0,,ODI v New Zealand,Chester-le-Street,3 Jul 2019,ODI # 4183
CR Woakes,8.0,0,20,3,2.50,6.66,16.0,,ODI v Australia,Birmingham,11 Jul 2019,ODI # 4191
CR Woakes,9.0,0,37,3,4.11,12.33,18.0,,ODI v New Zealand,Lord's,14 Jul 2019,ODI # 4192
CR Woakes,17.4,4,51,6,2.88,8.50,17.6,,Test v Ireland,Lord's,24 Jul 2019,Test # 2352
CR Woakes,34.0,3,104,4,3.05,26.00,51.0,,Test v Australia,Birmingham,1 Aug 2019,Test # 2353
CR Woakes,22.0,6,72,3,3.27,24.00,44.0,,Test v Australia,Lord's,14 Aug 2019,Test # 2355
CR Woakes,22.0,5,85,2,3.86,42.50,66.0,,Test v Australia,Leeds,22 Aug 2019,Test # 2357
CR Woakes,17.0,3,70,1,4.11,70.00,102.0,,Test v Australia,The Oval,12 Sep 2019,Test # 2362
CR Woakes,42.0,10,95,4,2.26,23.75,63.0,,Test v New Zealand,Hamilton,29 Nov 2019,Test # 2371
CR Woakes,31.0,10,85,3,2.74,28.33,62.0,,Test v South Africa,Johannesburg,24 Jan 2020,Test # 2382
CR Woakes,9.0,0,36,1,4.00,36.00,54.0,,ODI v South Africa,Cape Town,4 Feb 2020,ODI # 4234
CR Woakes,4.0,0,21,0,5.25,-,-,,ODI v South Africa,Durban,7 Feb 2020,ODI # 4238
CR Woakes,37.0,13,76,5,2.05,15.20,44.4,,Test v West Indies,Manchester,16 Jul 2020,Test # 2389
CR Woakes,29.0,2,107,6,3.68,17.83,29.0,,Test v West Indies,Manchester,24 Jul 2020,Test # 2390
CR Woakes,25.0,7,54,4,2.16,13.50,37.5,,Test v Pakistan,Manchester,5 Aug 2020,Test # 2391
CR Woakes,19.0,3,55,1,2.89,55.00,114.0,,Test v Pakistan,Southampton,13 Aug 2020,Test # 2392
CR Woakes,23.0,4,56,1,2.43,56.00,138.0,,Test v Pakistan,Southampton,21 Aug 2020,Test # 2393
CR Woakes,10.0,0,59,1,5.90,59.00,60.0,,ODI v Australia,Manchester,11 Sep 2020,ODI # 4259
CR Woakes,10.0,1,32,3,3.20,10.66,20.0,,ODI v Australia,Manchester,13 Sep 2020,ODI # 4260
CR Woakes,10.0,0,46,2,4.60,23.00,30.0,,ODI v Australia,Manchester,16 Sep 2020,ODI # 4261
CR Woakes,3.0,0,14,0,4.66,-,-,,T20I v Sri Lanka,Cardiff,23 Jun 2021,T20I # 1165
CR Woakes,4.0,0,9,1,2.25,9.00,24.0,,T20I v Sri Lanka,Southampton,26 Jun 2021,T20I # 1174
CR Woakes,10.0,5,18,4,1.80,4.50,15.0,,ODI v Sri Lanka,Chester-le-Street,29 Jun 2021,ODI # 4296
CR Woakes,10.0,3,28,2,2.80,14.00,30.0,,ODI v Sri Lanka,Bristol,4 Jul 2021,ODI # 4298
