Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Ground,Start Date,temp,humidity,windspeed,conditions,format,opposition
TA Boult,37.4,12,99,9,2.62,11,25.1,Auckland,22 Mar 2018,65.6,80.4,12.8,"Rain, Partially cloudy",Test,England
TA Boult,56.5,10,176,6,3.09,29.33,56.8,Christchurch,30 Mar 2018,55.8,84,16.1,Clear,Test,England
TA Boult,10,1,54,3,5.4,18,20,Abu Dhabi,7 Nov 2018,81.7,53.4,10.7,Clear,ODI,Pakistan
TA Boult,10,0,60,0,6,-,-,Abu Dhabi,9 Nov 2018,81.3,60.3,10.3,Clear,ODI,Pakistan
TA Boult,10,0,80,1,8,80,60,Dubai (DSC),11 Nov 2018,N/A,N/A,N/A,N/A,ODI,Pakistan
TA Boult,25.2,6,83,4,3.27,20.75,38,Abu Dhabi,16 Nov 2018,83.9,45.2,13,Partially cloudy,Test,Pakistan
TA Boult,34,7,106,1,3.11,106,204,Dubai (DSC),24 Nov 2018,N/A,N/A,N/A,N/A,Test,Pakistan
TA Boult,32,11,73,2,2.28,36.5,96,Abu Dhabi,3 Dec 2018,75.3,69.9,9.6,Partially cloudy,Test,Pakistan
TA Boult,52,10,145,2,2.78,72.5,156,Wellington,15 Dec 2018,62.9,86.4,13.9,Partially cloudy,Test,Sri Lanka
TA Boult,43.2,19,107,9,2.46,11.88,28.8,Christchurch,26 Dec 2018,59.8,75.1,16.1,"Rain, Overcast",Test,Sri Lanka
TA Boult,10,0,65,2,6.5,32.5,30,Mount Maunganui,3 Jan 2019,69.1,73.8,23,Partially cloudy,ODI,Sri Lanka
TA Boult,10,1,61,1,6.1,61,60,Mount Maunganui,5 Jan 2019,68.3,71.8,15,Clear,ODI,Sri Lanka
TA Boult,6,1,19,0,3.16,-,-,Napier,23 Jan 2019,71.3,62,25.5,Clear,ODI,India
TA Boult,10,1,61,2,6.1,30.5,30,Mount Maunganui,26 Jan 2019,65.2,66,12.8,Partially cloudy,ODI,India
TA Boult,10,1,40,2,4,20,30,Mount Maunganui,28 Jan 2019,74.4,67.7,21.9,Clear,ODI,India
TA Boult,10,4,21,5,2.1,4.2,12,Hamilton,31 Jan 2019,-2.3,67.2,12.9,Partially cloudy,ODI,India
TA Boult,9.5,2,39,3,3.96,13,19.6,Wellington,3 Feb 2019,64,65.5,14.4,Clear,ODI,India
TA Boult,9.5,0,40,3,4.06,13.33,19.6,Napier,13 Feb 2019,69.5,72.3,13.4,Clear,ODI,Bangladesh
TA Boult,10,1,49,1,4.9,49,60,Christchurch,16 Feb 2019,57.2,74.4,23.4,"Rain, Partially cloudy",ODI,Bangladesh
TA Boult,9,1,37,2,4.11,18.5,27,Dunedin,20 Feb 2019,59.1,81.2,21.5,"Rain, Partially cloudy",ODI,Bangladesh
TA Boult,41,4,185,6,4.51,30.83,41,Hamilton,28 Feb 2019,13.2,81.1,4.7,"Snow, Partially cloudy",Test,Bangladesh
TA Boult,27,8,90,7,3.33,12.85,23.1,Wellington,8 Mar 2019,60.6,89.6,32.2,"Rain, Overcast",Test,Bangladesh
TA Boult,9,0,44,1,4.88,44,54,Cardiff,1 Jun 2019,61.3,79,10.6,Partially cloudy,ODI,Sri Lanka
TA Boult,10,0,44,2,4.4,22,30,The Oval,5 Jun 2019,62.7,26.9,17.6,Partially cloudy,ODI,Bangladesh
TA Boult,10,0,34,0,3.4,-,-,Taunton,8 Jun 2019,53,79.3,18.8,"Rain, Partially cloudy",ODI,Afghanistan
TA Boult,10,0,63,1,6.3,63,60,Birmingham,19 Jun 2019,60.2,77.9,8.1,"Rain, Partially cloudy",ODI,South Africa
TA Boult,10,1,30,4,3,7.5,15,Manchester,22 Jun 2019,58.2,68.6,9.9,Partially cloudy,ODI,West Indies
TA Boult,10,0,48,1,4.8,48,60,Birmingham,26 Jun 2019,57.2,91.8,12.5,"Rain, Overcast",ODI,Pakistan
TA Boult,10,1,51,4,5.1,12.75,15,Lord's,29 Jun 2019,49.4,76.2,31.6,Partially cloudy,ODI,Australia
TA Boult,10,0,56,2,5.6,28,30,Chester-le-Street,3 Jul 2019,56.2,71.5,7.1,Partially cloudy,ODI,England
TA Boult,10,2,42,2,4.2,21,30,Manchester,9 Jul 2019,59.3,90.2,6.4,"Rain, Partially cloudy",ODI,India
TA Boult,10,0,67,0,6.7,-,-,Lord's,14 Jul 2019,43.3,64.4,25.9,"Rain, Partially cloudy",ODI,England
TA Boult,29.1,5,79,3,2.7,26.33,58.3,Galle,14 Aug 2019,62.2,53.8,10.3,Rain,Test,Sri Lanka
TA Boult,36.4,14,92,5,2.5,18.4,44,Colombo (PSS),22 Aug 2019,N/A,N/A,N/A,N/A,Test,Sri Lanka
TA Boult,4,0,35,0,8.75,-,-,Napier,8 Nov 2019,68.6,61.6,16.1,Partially cloudy,T20I,England
TA Boult,3,0,35,2,11.66,17.5,9,Auckland,10 Nov 2019,64.8,90.5,23.2,"Rain, Partially cloudy",T20I,England
TA Boult,37,10,103,1,2.78,103,222,Mount Maunganui,21 Nov 2019,59.7,58.5,18.3,Partially cloudy,Test,England
TA Boult,40,3,121,1,3.02,121,240,Melbourne,26 Dec 2019,64.3,72.6,11.6,Partially cloudy,Test,Australia
TA Boult,40,10,96,5,2.4,19.2,48,Wellington,21 Feb 2020,67.7,82.8,27.7,"Rain, Partially cloudy",Test,India
TA Boult,31,6,117,6,3.77,19.5,31,Christchurch,29 Feb 2020,62.1,62.1,25.4,"Rain, Partially cloudy",Test,India
TA Boult,10,0,37,0,3.7,-,-,Sydney,13 Mar 2020,69.5,65.2,18.1,Clear,ODI,Australia
TA Boult,32,6,93,2,2.9,46.5,96,Hamilton,3 Dec 2020,38.1,60.7,11.8,Partially cloudy,Test,West Indies
TA Boult,35,8,130,3,3.71,43.33,70,Wellington,11 Dec 2020,62.3,71.5,32.2,Partially cloudy,Test,West Indies
TA Boult,4,0,33,0,8.25,-,-,Hamilton,20 Dec 2020,37.9,87.7,8.3,"Snow, Rain, Partially cloudy",T20I,Pakistan
TA Boult,4,0,43,0,10.75,-,-,Napier,22 Dec 2020,68.9,74.1,20.8,"Rain, Partially cloudy",T20I,Pakistan
TA Boult,51,13,143,4,2.8,35.75,76.5,Mount Maunganui,26 Dec 2020,65.3,59.5,18.3,Clear,Test,Pakistan
TA Boult,39.3,9,125,5,3.16,25,47.4,Christchurch,3 Jan 2021,64.5,70.9,12.8,"Rain, Partially cloudy",Test,Pakistan
TA Boult,3,0,22,2,7.33,11,9,Christchurch,22 Feb 2021,63.2,81.1,15,Partially cloudy,T20I,Australia
TA Boult,4,0,30,0,7.5,-,-,Dunedin,25 Feb 2021,55.7,75.5,12.8,Clear,T20I,Australia
TA Boult,4,0,39,1,9.75,39,24,Wellington,3 Mar 2021,67.8,76.6,25.3,Partially cloudy,T20I,Australia
TA Boult,4,0,27,2,6.75,13.5,12,Wellington,5 Mar 2021,64.2,62.3,24.1,Clear,T20I,Australia
TA Boult,4,0,26,2,6.5,13,12,Wellington,7 Mar 2021,63,65.2,19.7,"Rain, Partially cloudy",T20I,Australia
TA Boult,8.5,0,27,4,3.05,6.75,13.2,Dunedin,20 Mar 2021,57.8,69.9,12.8,Partially cloudy,ODI,Bangladesh
TA Boult,10,0,49,1,4.9,49,60,Christchurch,23 Mar 2021,56.2,85.3,16.1,Partially cloudy,ODI,Bangladesh
TA Boult,10,1,37,0,3.7,-,-,Wellington,26 Mar 2021,62.7,75.1,19.7,Clear,ODI,Bangladesh
TA Boult,39.1,8,119,6,3.03,19.83,39.1,Birmingham,10 Jun 2021,65.9,76.5,9.3,Partially cloudy,Test,England
TA Boult,36.1,6,86,5,2.37,17.2,43.4,Southampton,18 Jun 2021,57.4,93.6,16.2,"Rain, Partially cloudy",Test,India
TA Boult,3.4,0,29,1,7.9,29,22,Sharjah,26 Oct 2021,85.4,56.6,12.5,Clear,T20I,Pakistan
TA Boult,4,0,20,3,5,6.66,8,Dubai (DSC),31 Oct 2021,N/A,N/A,N/A,N/A,T20I,India
TA Boult,4,0,29,2,7.25,14.5,12,Dubai (DSC),3 Nov 2021,N/A,N/A,N/A,N/A,T20I,Scotland
TA Boult,4,0,20,2,5,10,12,Sharjah,5 Nov 2021,81.8,64.8,12.1,Clear,T20I,Namibia
TA Boult,4,0,17,3,4.25,5.66,8,Abu Dhabi,7 Nov 2021,82.6,46.8,9.4,Clear,T20I,Afghanistan
TA Boult,4,0,40,0,10,-,-,Abu Dhabi,10 Nov 2021,81.5,55.6,11.8,Clear,T20I,England
TA Boult,4,0,18,2,4.5,9,12,Dubai (DSC),14 Nov 2021,N/A,N/A,N/A,N/A,T20I,Australia
TA Boult,4,0,31,2,7.75,15.5,12,Jaipur,17 Nov 2021,65.6,42.1,6.9,Partially cloudy,T20I,India
TA Boult,4,0,36,0,9,-,-,Ranchi,19 Nov 2021,70.3,74.4,5.8,Partially cloudy,T20I,India
TA Boult,4,0,31,1,7.75,31,24,Eden Gardens,21 Nov 2021,81.3,79.4,8.1,Partially cloudy,T20I,India
TA Boult,40.2,14,89,4,2.2,22.25,60.5,Mount Maunganui,1 Jan 2022,71,63.9,16.1,Partially cloudy,Test,Bangladesh
TA Boult,29.2,9,85,5,2.89,17,35.2,Christchurch,9 Jan 2022,70.1,64.1,16,Clear,Test,Bangladesh
TA Boult,37.5,7,94,4,2.48,23.5,56.7,Lord's,2 Jun 2022,41.8,85,13.8,Partially cloudy,Test,England
TA Boult,49.3,9,200,8,4.04,25,37.1,Nottingham,10 Jun 2022,61.8,64.8,19.4,Partially cloudy,Test,England
TA Boult,34,6,169,4,4.97,42.25,51,Leeds,23 Jun 2022,64.3,68.4,14.2,"Rain, Partially cloudy",Test,England
TA Boult,4,0,36,1,9,36,24,Kingston,10 Aug 2022,85,73.1,24.2,"Rain, Partially cloudy",T20I,West Indies
TA Boult,4,0,21,0,5.25,-,-,Kingston,12 Aug 2022,85,71.2,25.3,"Rain, Partially cloudy",T20I,West Indies
TA Boult,10,0,49,2,4.9,24.5,30,Bridgetown,17 Aug 2022,82.8,72.6,27.1,Partially cloudy,ODI,West Indies
TA Boult,6,1,18,3,3,6,12,Bridgetown,19 Aug 2022,81.9,77.4,20.8,"Rain, Partially cloudy",ODI,West Indies
TA Boult,10,1,53,3,5.3,17.66,20,Bridgetown,21 Aug 2022,82.5,78.6,16.1,Partially cloudy,ODI,West Indies
TA Boult,10,2,40,4,4,10,15,Cairns,6 Sep 2022,73.5,72.6,13.5,Partially cloudy,ODI,Australia
TA Boult,10,2,38,4,3.8,9.5,15,Cairns,8 Sep 2022,75.1,72.7,10.3,Partially cloudy,ODI,Australia
TA Boult,10,4,25,2,2.5,12.5,30,Cairns,11 Sep 2022,77.5,73.2,11.9,Partially cloudy,ODI,Australia
TA Boult,4,1,22,1,5.5,22,24,Christchurch,8 Oct 2022,46.8,81.6,18,Clear,T20I,Pakistan
TA Boult,4,0,25,2,6.25,12.5,12,Christchurch,9 Oct 2022,52.4,63.1,15.3,Rain,T20I,Bangladesh
TA Boult,4,0,22,0,5.5,-,-,Christchurch,12 Oct 2022,49.3,78.1,17.1,"Rain, Overcast",T20I,Bangladesh
TA Boult,4,0,28,0,7,-,-,Christchurch,14 Oct 2022,46.9,76.7,19.6,Partially cloudy,T20I,Pakistan
TA Boult,4,0,24,2,6,12,12,Sydney,22 Oct 2022,67.9,87.6,18.7,Overcast,T20I,Australia
TA Boult,4,0,13,4,3.25,3.25,6,Sydney,29 Oct 2022,68.8,40.1,15.7,Clear,T20I,Sri Lanka
TA Boult,4,0,40,0,10,-,-,Brisbane,1 Nov 2022,72,70.5,9.6,"Rain, Partially cloudy",T20I,England
TA Boult,4,0,38,0,9.5,-,-,Adelaide,4 Nov 2022,55,70.3,12.6,Clear,T20I,Ireland
TA Boult,4,0,33,2,8.25,16.5,12,Sydney,9 Nov 2022,66.3,69.3,15.7,Partially cloudy,T20I,Pakistan
TA Boult,7,1,37,3,5.28,12.33,14,Southampton,10 Sep 2023,68.9,83.4,11.6,"Rain, Partially cloudy",ODI,England
TA Boult,9.1,0,51,5,5.56,10.2,11,The Oval,13 Sep 2023,58.6,83.7,24.4,"Rain, Partially cloudy",ODI,England
TA Boult,-,-,-,-,-,-,-,Mirpur,21 Sep 2023,81,90.4,17.2,"Rain, Overcast",ODI,Bangladesh
TA Boult,8,0,37,0,4.62,-,-,Mirpur,23 Sep 2023,81.8,87.7,14.5,"Rain, Partially cloudy",ODI,Bangladesh
TA Boult,6,0,33,2,5.5,16.5,18,Mirpur,26 Sep 2023,84.2,80.3,5.4,"Rain, Partially cloudy",ODI,Bangladesh
TA Boult,10,1,48,1,4.8,48,60,Ahmedabad,5 Oct 2023,82.5,54.1,9.2,Clear,ODI,England
TA Boult,8,0,34,0,4.25,-,-,Hyderabad,9 Oct 2023,81.2,61.2,7.3,Partially cloudy,ODI,Netherlands
TA Boult,10,0,45,2,4.5,22.5,30,Chennai,13 Oct 2023,84.1,80.6,11.4,Partially cloudy,ODI,Bangladesh
TA Boult,7,1,18,2,2.57,9,21,Chennai,18 Oct 2023,84.3,75.2,8.7,Partially cloudy,ODI,Afghanistan
TA Boult,10,0,60,1,6,60,60,Dharamsala,22 Oct 2023,74.4,74.2,6.9,Clear,ODI,India
TA Boult,10,0,77,3,7.7,25.66,20,Dharamsala,28 Oct 2023,74.8,70.8,6.9,Clear,ODI,Australia
TA Boult,10,1,49,1,4.9,49,60,Pune,1 Nov 2023,73.8,48.8,6.5,Partially cloudy,ODI,South Africa
TA Boult,6,0,50,0,8.33,-,-,Bengaluru,4 Nov 2023,75.3,83,17.9,"Rain, Partially cloudy",ODI,Pakistan
TA Boult,10,3,37,3,3.7,12.33,20,Bengaluru,9 Nov 2023,76.1,81.5,13.8,"Rain, Partially cloudy",ODI,Sri Lanka
JJ Bumrah,10,0,40,2,4,20,30,Sydney,23 Jan 2016,74.1,77.8,23.3,"Rain, Partially cloudy",ODI,Australia
JJ Bumrah,3.3,0,23,3,6.57,7.66,7,Adelaide,26 Jan 2016,72.8,48.3,17.2,Partially cloudy,T20I,Australia
JJ Bumrah,4,0,37,2,9.25,18.5,12,Melbourne,29 Jan 2016,60.4,86.9,6.2,"Rain, Partially cloudy",T20I,Australia
JJ Bumrah,4,0,43,1,10.75,43,24,Sydney,31 Jan 2016,76.3,63.4,14.3,"Rain, Partially cloudy",T20I,Australia
JJ Bumrah,4,1,19,0,4.75,-,-,Pune,9 Feb 2016,74.2,52.4,8.7,Clear,T20I,Sri Lanka
JJ Bumrah,3,0,17,2,5.66,8.5,9,Ranchi,12 Feb 2016,71.8,44.7,6.9,Clear,T20I,Sri Lanka
JJ Bumrah,3,0,10,1,3.33,10,18,Visakhapatnam,14 Feb 2016,79.7,74.3,11.9,Clear,T20I,Sri Lanka
JJ Bumrah,4,0,23,1,5.75,23,24,Mirpur,24 Feb 2016,76.9,47.3,9.6,"Rain, Partially cloudy",T20I,Bangladesh
JJ Bumrah,3,2,8,1,2.66,8,18,Mirpur,27 Feb 2016,77.3,68.8,5.4,"Rain, Partially cloudy",T20I,Pakistan
JJ Bumrah,4,0,27,2,6.75,13.5,12,Mirpur,1 Mar 2016,77.5,60.4,7.8,Rain,T20I,Sri Lanka
JJ Bumrah,4,0,23,1,5.75,23,24,Mirpur,3 Mar 2016,77.9,60.4,7.8,Partially cloudy,T20I,U.A.E.
JJ Bumrah,3,0,13,1,4.33,13,18,Mirpur,6 Mar 2016,81,58.2,7.8,Clear,T20I,Bangladesh
JJ Bumrah,4,0,15,1,3.75,15,24,Nagpur,15 Mar 2016,81.2,56.1,6.9,"Rain, Partially cloudy",T20I,New Zealand
JJ Bumrah,4,0,32,1,8,32,24,Eden Gardens,19 Mar 2016,87.8,72.7,11.4,Partially cloudy,T20I,Pakistan
JJ Bumrah,4,0,32,0,8,-,-,Bengaluru,23 Mar 2016,85.9,53.7,11.4,Partially cloudy,T20I,Bangladesh
JJ Bumrah,4,0,32,1,8,32,24,Mohali,27 Mar 2016,73.8,47.1,9.2,Partially cloudy,T20I,Australia
JJ Bumrah,4,0,42,1,10.5,42,24,Wankhede,31 Mar 2016,N/A,N/A,N/A,N/A,T20I,West Indies
JJ Bumrah,9.5,2,28,4,2.84,7,14.7,Harare,11 Jun 2016,57.4,59.5,6.9,Clear,ODI,Zimbabwe
JJ Bumrah,6,0,27,1,4.5,27,36,Harare,13 Jun 2016,54.2,77.6,15.7,"Rain, Partially cloudy",ODI,Zimbabwe
JJ Bumrah,10,1,22,4,2.2,5.5,15,Harare,15 Jun 2016,55.7,68,7.9,Clear,ODI,Zimbabwe
JJ Bumrah,4,1,24,2,6,12,12,Harare,18 Jun 2016,57.8,55.6,9.2,Clear,T20I,Zimbabwe
JJ Bumrah,4,0,11,3,2.75,3.66,8,Harare,20 Jun 2016,58.1,41.2,9,Clear,T20I,Zimbabwe
JJ Bumrah,4,0,23,0,5.75,-,-,Harare,22 Jun 2016,56.4,52.5,13.9,Clear,T20I,Zimbabwe
JJ Bumrah,4,0,47,2,11.75,23.5,12,Lauderhill,27 Aug 2016,85.3,74,18.1,"Rain, Partially cloudy",T20I,West Indies
JJ Bumrah,4,0,26,2,6.5,13,12,Lauderhill,28 Aug 2016,83.5,75.9,20.1,"Rain, Partially cloudy",T20I,West Indies
JJ Bumrah,8,1,29,0,3.62,-,-,Dharamsala,16 Oct 2016,77.5,71.2,5.8,Clear,ODI,New Zealand
JJ Bumrah,10,0,35,3,3.5,11.66,20,Delhi,20 Oct 2016,79.8,49.5,12.1,Clear,ODI,New Zealand
JJ Bumrah,9.4,0,52,2,5.37,26,29,Mohali,23 Oct 2016,73.7,42.9,14.8,Clear,ODI,New Zealand
JJ Bumrah,5,0,16,1,3.2,16,30,Visakhapatnam,29 Oct 2016,83.5,77.2,11.4,Partially cloudy,ODI,New Zealand
JJ Bumrah,10,0,79,2,7.9,39.5,30,Pune,15 Jan 2017,69.9,68.5,10.7,Partially cloudy,ODI,England
JJ Bumrah,9,0,81,2,9,40.5,27,Cuttack,19 Jan 2017,70.7,65,9,Clear,ODI,England
JJ Bumrah,10,1,68,1,6.8,68,60,Eden Gardens,22 Jan 2017,83.1,75.4,10.3,Partially cloudy,ODI,England
JJ Bumrah,3.1,0,26,0,8.21,-,-,Kanpur,26 Jan 2017,66.2,73.3,10.3,Partially cloudy,T20I,England
JJ Bumrah,4,0,20,2,5,10,12,Nagpur,29 Jan 2017,69.7,53.4,5.8,Clear,T20I,England
JJ Bumrah,2.3,0,14,3,5.6,4.66,5,Bengaluru,1 Feb 2017,72,53.9,10.3,Clear,T20I,England
JJ Bumrah,5,0,23,0,4.6,-,-,Birmingham,4 Jun 2017,55,76.1,9.7,"Rain, Partially cloudy",ODI,Pakistan
JJ Bumrah,10,0,52,0,5.2,-,-,The Oval,8 Jun 2017,59,57.6,16.3,Clear,ODI,Sri Lanka
JJ Bumrah,8,0,28,2,3.5,14,24,The Oval,11 Jun 2017,59.5,33.4,13.6,Partially cloudy,ODI,South Africa
JJ Bumrah,10,1,39,2,3.9,19.5,30,Birmingham,15 Jun 2017,62.4,68.2,13.7,Partially cloudy,ODI,Bangladesh
JJ Bumrah,9,0,68,0,7.55,-,-,The Oval,18 Jun 2017,58.6,67.7,12.5,Clear,ODI,Pakistan
JJ Bumrah,6.2,0,22,2,3.47,11,19,Dambulla,20 Aug 2017,79.2,76.9,19.5,"Rain, Partially cloudy",ODI,Sri Lanka
JJ Bumrah,10,2,43,4,4.3,10.75,15,Pallekele,24 Aug 2017,82.7,79.1,13.2,"Rain, Partially cloudy",ODI,Sri Lanka
JJ Bumrah,10,2,27,5,2.7,5.4,12,Pallekele,27 Aug 2017,83.1,77.7,13.9,"Rain, Partially cloudy",ODI,Sri Lanka
JJ Bumrah,7,0,32,2,4.57,16,21,Colombo (RPS),31 Aug 2017,56.1,77.4,17,Partially cloudy,ODI,Sri Lanka
JJ Bumrah,10,0,45,2,4.5,22.5,30,Colombo (RPS),3 Sep 2017,69.5,63.4,15,Clear,ODI,Sri Lanka
JJ Bumrah,4,0,38,1,9.5,38,24,Colombo (RPS),6 Sep 2017,63.9,81.3,13.4,Partially cloudy,T20I,Sri Lanka
JJ Bumrah,4,0,20,1,5,20,24,Chennai,17 Sep 2017,82.2,81.7,13.9,"Rain, Partially cloudy",ODI,Australia
JJ Bumrah,7,1,39,0,5.57,-,-,Eden Gardens,21 Sep 2017,80.7,89.4,13.9,"Rain, Partially cloudy",ODI,Australia
JJ Bumrah,10,0,52,2,5.2,26,30,Indore,24 Sep 2017,77.8,80.9,8.1,Partially cloudy,ODI,Australia
JJ Bumrah,10,2,51,2,5.1,25.5,30,Nagpur,1 Oct 2017,84.3,76.5,5.8,Partially cloudy,ODI,Australia
JJ Bumrah,3,0,17,2,5.66,8.5,9,Ranchi,7 Oct 2017,79.1,82.8,9.2,"Rain, Partially cloudy",T20I,Australia
JJ Bumrah,3,0,25,1,8.33,25,18,Guwahati,10 Oct 2017,80.7,87.3,7.7,"Rain, Partially cloudy",T20I,Australia
JJ Bumrah,9,0,56,1,6.22,56,54,Wankhede,22 Oct 2017,N/A,N/A,N/A,N/A,ODI,New Zealand
JJ Bumrah,10,2,38,2,3.8,19,30,Pune,25 Oct 2017,71.9,69.1,9.6,Partially cloudy,ODI,New Zealand
JJ Bumrah,10,0,47,3,4.7,15.66,20,Kanpur,29 Oct 2017,77.8,63.5,6,Clear,ODI,New Zealand
JJ Bumrah,4,0,37,1,9.25,37,24,Delhi,1 Nov 2017,75.4,63.5,6.9,Clear,T20I,New Zealand
JJ Bumrah,4,0,23,0,5.75,-,-,Rajkot,4 Nov 2017,79.1,39.1,12.8,Clear,T20I,New Zealand
JJ Bumrah,2,0,9,2,4.5,4.5,6,Thiruvananthapuram,7 Nov 2017,79.2,89.7,9.2,"Rain, Partially cloudy",T20I,New Zealand
JJ Bumrah,7,1,32,1,4.57,32,42,Dharamsala,10 Dec 2017,71.2,69.7,9.2,Partially cloudy,ODI,Sri Lanka
JJ Bumrah,10,0,43,2,4.3,21.5,30,Mohali,13 Dec 2017,56.7,77.7,7.2,"Rain, Fog",ODI,Sri Lanka
JJ Bumrah,8,1,39,1,4.87,39,48,Visakhapatnam,17 Dec 2017,75,65.6,17.2,Clear,ODI,Sri Lanka
JJ Bumrah,2,0,10,0,5,-,-,Cuttack,20 Dec 2017,66.3,77.8,6.9,Clear,T20I,Sri Lanka
JJ Bumrah,3,0,21,0,7,-,-,Indore,22 Dec 2017,64.6,41.3,15,Partially cloudy,T20I,Sri Lanka
JJ Bumrah,30.2,2,112,4,3.69,28,45.5,Cape Town,5 Jan 2018,70.3,70.5,27.7,Partially cloudy,Test,South Africa
JJ Bumrah,42,9,130,3,3.09,43.33,84,Centurion,13 Jan 2018,78.9,74.3,12.5,"Rain, Partially cloudy",Test,South Africa
JJ Bumrah,39.5,5,111,7,2.78,15.85,34.1,Johannesburg,24 Jan 2018,67.6,70.8,13.9,"Rain, Partially cloudy",Test,South Africa
JJ Bumrah,10,0,56,1,5.6,56,60,Durban,1 Feb 2018,71.7,79.5,12.8,"Rain, Partially cloudy",ODI,South Africa
JJ Bumrah,5,1,12,1,2.4,12,30,Centurion,4 Feb 2018,73,70.6,13.4,Partially cloudy,ODI,South Africa
JJ Bumrah,7,0,32,2,4.57,16,21,Cape Town,7 Feb 2018,74.5,59.2,18.3,Partially cloudy,ODI,South Africa
JJ Bumrah,5,0,21,1,4.2,21,30,Johannesburg,10 Feb 2018,69.4,68.1,9.5,"Rain, Partially cloudy",ODI,South Africa
JJ Bumrah,7,0,22,1,3.14,22,42,Gqeberha,13 Feb 2018,68.8,87.3,20,"Rain, Overcast",ODI,South Africa
JJ Bumrah,8,1,24,2,3,12,24,Centurion,16 Feb 2018,73,71.5,15.5,Partially cloudy,ODI,South Africa
JJ Bumrah,4,0,32,0,8,-,-,Johannesburg,18 Feb 2018,70.9,65.9,9.3,"Rain, Partially cloudy",T20I,South Africa
JJ Bumrah,4,0,39,1,9.75,39,24,Cape Town,24 Feb 2018,62.3,59.1,28.9,"Rain, Partially cloudy",T20I,South Africa
JJ Bumrah,4,1,19,2,4.75,9.5,12,Dublin (Malahide),27 Jun 2018,66,59.6,11.5,Partially cloudy,T20I,Ireland
JJ Bumrah,41.2,10,122,7,2.95,17.42,35.4,Nottingham,18 Aug 2018,65.2,73.6,14.3,Partially cloudy,Test,England
JJ Bumrah,39,8,97,4,2.48,24.25,58.5,Southampton,30 Aug 2018,58.5,67.3,6.7,Partially cloudy,Test,England
JJ Bumrah,53,13,144,3,2.71,48,106,The Oval,7 Sep 2018,56.1,82.6,15.9,"Rain, Partially cloudy",Test,England
JJ Bumrah,7.1,2,23,2,3.2,11.5,21.5,Dubai (DSC),19 Sep 2018,N/A,N/A,N/A,N/A,ODI,Pakistan
JJ Bumrah,9.1,1,37,3,4.03,12.33,18.3,Dubai (DSC),21 Sep 2018,N/A,N/A,N/A,N/A,ODI,Bangladesh
JJ Bumrah,10,1,29,2,2.9,14.5,30,Dubai (DSC),23 Sep 2018,N/A,N/A,N/A,N/A,ODI,Pakistan
JJ Bumrah,8.3,0,39,1,4.58,39,51,Dubai (DSC),28 Sep 2018,N/A,N/A,N/A,N/A,ODI,Bangladesh
JJ Bumrah,10,1,35,4,3.5,8.75,15,Pune,27 Oct 2018,74.2,60.1,11.2,Clear,ODI,West Indies
JJ Bumrah,8,1,25,0,3.12,-,-,Brabourne,29 Oct 2018,44.4,79.5,20.7,"Rain, Partially cloudy",ODI,West Indies
JJ Bumrah,6,1,11,2,1.83,5.5,18,Thiruvananthapuram,1 Nov 2018,81.5,82.5,9.2,"Rain, Partially cloudy",ODI,West Indies
JJ Bumrah,4,0,27,1,6.75,27,24,Eden Gardens,4 Nov 2018,82.7,82.8,6.9,"Rain, Partially cloudy",T20I,West Indies
JJ Bumrah,4,0,20,2,5,10,12,Lucknow,6 Nov 2018,70.9,61.6,6.9,Clear,T20I,West Indies
JJ Bumrah,3,0,21,1,7,21,18,Brisbane,21 Nov 2018,76,69.9,28.5,"Rain, Partially cloudy",T20I,Australia
JJ Bumrah,4,0,20,1,5,20,24,Melbourne,23 Nov 2018,54.5,84.1,14.2,"Rain, Overcast",T20I,Australia
JJ Bumrah,4,0,38,0,9.5,-,-,Sydney,25 Nov 2018,66.4,57.7,15.9,Partially cloudy,T20I,Australia
JJ Bumrah,48,17,115,6,2.39,19.16,48,Adelaide,6 Dec 2018,86,19.3,13.9,Partially cloudy,Test,Australia
JJ Bumrah,51.2,18,92,5,1.79,18.4,61.6,Perth,14 Dec 2018,81.4,36.2,29.3,Clear,Test,Australia
JJ Bumrah,34.5,7,86,9,2.46,9.55,23.2,Melbourne,26 Dec 2018,66.5,72,10.3,Partially cloudy,Test,Australia
JJ Bumrah,23,6,64,1,2.78,64,138,Sydney,3 Jan 2019,75.4,72.9,20,Partially cloudy,Test,Australia
JJ Bumrah,4,0,16,3,4,5.33,8,Visakhapatnam,24 Feb 2019,83.8,59.8,12.8,Clear,T20I,Australia
JJ Bumrah,4,0,30,0,7.5,-,-,Bengaluru,27 Feb 2019,78.7,55.4,11.3,Partially cloudy,T20I,Australia
JJ Bumrah,10,0,60,2,6,30,30,Hyderabad,2 Mar 2019,80.7,70.9,9.2,Partially cloudy,ODI,Australia
JJ Bumrah,10,0,29,2,2.9,14.5,30,Nagpur,5 Mar 2019,80.9,38.7,10.2,Clear,ODI,Australia
JJ Bumrah,10,0,53,0,5.3,-,-,Ranchi,8 Mar 2019,69,42.8,7.2,Clear,ODI,Australia
JJ Bumrah,8.5,0,63,3,7.13,21,17.6,Mohali,10 Mar 2019,64.3,58.5,7.2,Clear,ODI,Australia
